user_id	news_id	visit_time
0	299607	2019/3/6 16:47:29
0	299783	2019/3/6 16:47:48
0	299973	2019/3/11 11:20:22
0	300633	2019/3/11 14:07:33
0	300700	2019/3/11 17:30:12
0	302339	2019/3/12 15:10:55
0	302378	2019/3/12 15:10:19
0	306776	2019/3/14 16:45:15
0	306915	2019/3/15 16:09:12
0	306921	2019/3/15 16:08:13
0	307160	2019/3/18 15:51:41
0	307166	2019/3/18 09:25:59
0	307277	2019/3/18 15:48:31
0	307316	2019/3/18 15:50:32
0	307375	2019/3/18 15:51:15
0	307517	2019/3/19 14:47:01
0	308343	2019/3/26 14:06:02
0	308392	2019/3/26 14:07:08
0	308553	2019/3/26 14:05:20
0	308702	2019/3/28 09:02:35
0	308818	2019/3/29 09:23:46
0	308892	2019/3/29 15:50:19
0	308897	2019/3/29 15:49:12
1	299607	2019/3/4 19:57:21
1	299783	2019/3/6 15:42:35
1	299788	2019/3/6 10:32:45
1	299929	2019/3/8 07:41:29
1	300074	2019/3/8 09:03:11
1	300662	2019/3/11 10:58:10
1	302378	2019/3/13 21:16:37
1	306776	2019/3/13 21:17:18
1	306915	2019/3/15 16:05:51
1	307170	2019/3/15 21:18:46
1	307633	2019/3/19 16:49:20
1	307775	2019/3/21 06:58:50
2	299443	2019/3/1 11:15:28
2	299607	2019/3/4 10:05:43
2	299613	2019/3/4 09:31:52
2	299614	2019/3/4 09:31:50
2	299624	2019/3/4 15:34:08
2	299654	2019/3/5 09:29:01
2	299685	2019/3/5 09:29:49
2	299734	2019/3/7 16:49:06
2	299783	2019/3/7 16:49:04
2	299929	2019/3/7 16:47:55
2	299973	2019/3/8 10:26:10
2	300074	2019/3/8 10:28:21
2	300078	2019/3/8 10:28:22
2	300094	2019/3/9 14:34:38
2	300095	2019/3/8 10:53:56
2	300573	2019/3/9 14:34:46
2	300609	2019/3/10 11:33:41
2	300624	2019/3/9 14:39:43
2	300633	2019/3/11 08:25:21
2	300662	2019/3/11 09:58:36
2	300684	2019/3/12 08:54:18
2	300685	2019/3/15 14:12:19
2	300688	2019/3/15 14:11:56
2	300700	2019/3/11 18:18:17
2	302336	2019/3/11 18:18:00
2	302339	2019/3/15 08:55:44
2	302378	2019/3/15 08:55:42
2	306057	2019/3/15 14:06:59
2	306738	2019/3/15 13:58:38
2	306753	2019/3/15 14:07:36
2	306821	2019/3/15 14:06:09
2	306876	2019/3/15 14:07:10
2	306915	2019/3/15 08:54:50
2	306921	2019/3/15 08:55:37
2	307159	2019/3/15 13:59:33
2	307170	2019/3/15 22:44:15
2	307179	2019/3/15 22:44:17
2	307818	2019/3/24 19:06:50
3	298334	2019/3/2 15:49:04
3	298805	2019/3/1 11:20:19
3	298946	2019/3/2 15:54:55
3	299565	2019/3/9 18:31:49
3	299605	2019/3/4 17:34:05
3	299607	2019/3/4 17:30:52
3	299703	2019/3/6 15:07:40
3	299734	2019/3/6 15:10:01
3	299783	2019/3/6 15:11:43
3	299929	2019/3/7 19:51:46
3	299973	2019/3/7 19:53:55
3	300074	2019/3/9 18:29:01
3	300573	2019/3/9 18:22:59
3	300633	2019/3/11 15:08:44
3	300662	2019/3/11 15:09:16
3	300685	2019/3/14 10:17:51
3	300687	2019/3/11 15:12:43
3	300689	2019/3/14 10:19:48
3	300700	2019/3/11 15:11:08
3	302339	2019/3/13 16:08:17
3	302378	2019/3/13 16:08:40
3	306738	2019/3/14 10:13:43
3	306753	2019/3/14 10:15:18
3	306776	2019/3/13 16:09:30
3	306915	2019/3/15 09:57:23
3	306921	2019/3/15 09:55:57
3	307158	2019/3/15 18:39:50
3	307166	2019/3/18 18:29:34
3	307170	2019/3/15 18:38:35
3	307277	2019/3/18 18:31:25
3	307316	2019/3/18 18:34:15
3	307355	2019/3/22 18:31:33
3	307375	2019/3/18 18:32:37
3	307675	2019/3/20 16:05:49
3	307774	2019/3/22 18:32:28
3	307775	2019/3/21 07:04:00
3	307818	2019/3/24 15:43:46
3	308236	2019/3/22 18:30:03
3	308269	2019/3/22 18:28:35
3	308343	2019/3/25 15:32:01
3	308392	2019/3/25 15:30:29
3	308415	2019/3/25 15:28:05
3	308550	2019/3/27 15:57:54
3	308553	2019/3/27 15:56:38
3	308587	2019/3/27 16:03:28
3	308702	2019/3/27 16:00:52
3	308704	2019/3/28 19:21:23
3	308747	2019/3/27 20:41:50
3	308818	2019/3/28 19:19:59
3	308892	2019/3/30 15:00:25
4	299605	2019/3/4 08:49:13
4	299607	2019/3/4 08:49:38
4	299929	2019/3/8 08:38:11
4	299973	2019/3/8 08:39:27
4	300074	2019/3/8 08:42:45
4	300078	2019/3/8 08:41:44
4	300573	2019/3/11 14:11:34
4	300633	2019/3/11 14:10:00
4	300700	2019/3/12 09:57:58
4	302339	2019/3/13 08:39:00
4	302378	2019/3/13 08:39:48
4	306915	2019/3/15 14:50:15
4	306921	2019/3/15 14:49:26
4	307160	2019/3/18 10:32:06
4	307166	2019/3/18 10:29:37
4	307168	2019/3/18 10:32:30
4	307170	2019/3/18 08:28:50
4	307277	2019/3/18 10:31:19
4	307357	2019/3/19 09:32:20
4	307675	2019/3/20 10:28:17
4	307685	2019/3/20 10:29:07
4	307818	2019/3/22 09:19:55
4	307861	2019/3/22 09:20:48
4	308343	2019/3/25 10:41:57
4	308345	2019/3/25 10:41:39
4	308392	2019/3/25 15:57:05
4	308415	2019/3/25 15:58:57
4	308550	2019/3/27 09:53:19
4	308553	2019/3/27 09:53:03
4	308892	2019/3/29 16:18:06
5	297237	2019/3/11 08:58:05
5	297238	2019/3/11 08:58:15
5	297239	2019/3/11 08:58:37
5	299605	2019/3/4 17:24:21
5	299607	2019/3/4 17:22:25
5	299703	2019/3/7 14:07:20
5	299929	2019/3/8 09:55:31
5	299973	2019/3/8 09:55:16
5	300074	2019/3/8 09:54:02
5	300573	2019/3/11 08:49:55
5	300633	2019/3/11 08:47:14
5	302378	2019/3/18 09:05:58
5	306776	2019/3/18 09:00:38
5	306915	2019/3/15 08:52:40
5	307159	2019/3/18 09:02:43
5	307160	2019/3/18 09:04:43
5	307166	2019/3/18 08:52:23
5	307168	2019/3/29 11:06:41
5	307170	2019/3/18 08:51:47
5	307277	2019/3/18 08:57:08
5	307316	2019/3/18 17:26:38
5	307375	2019/3/19 09:03:38
5	308343	2019/3/29 09:26:33
5	308553	2019/3/29 09:31:28
5	308702	2019/3/29 09:25:15
5	308815	2019/3/29 09:29:17
5	308897	2019/3/29 15:43:22
6	299351	2019/3/4 09:27:02
6	299605	2019/3/4 09:26:40
6	299607	2019/3/4 09:26:02
6	300662	2019/3/11 10:28:40
7	298224	2019/3/6 16:47:46
7	298505	2019/3/7 14:11:50
7	299605	2019/3/5 09:12:34
7	299654	2019/3/5 14:20:48
7	299686	2019/3/5 17:03:19
7	299734	2019/3/5 16:41:52
7	299742	2019/3/6 10:31:12
7	299743	2019/3/6 10:30:41
7	299749	2019/3/6 10:30:29
7	299788	2019/3/8 09:57:11
7	299820	2019/3/8 09:51:16
7	299829	2019/3/8 09:51:36
7	299929	2019/3/8 09:52:29
7	300074	2019/3/8 09:53:08
7	300094	2019/3/11 11:07:26
7	300609	2019/3/11 17:11:34
7	300662	2019/3/11 11:08:08
7	300682	2019/3/11 11:06:48
7	300683	2019/3/11 11:07:12
7	300684	2019/3/11 11:06:55
7	302378	2019/3/18 08:49:41
7	306755	2019/3/18 09:04:21
7	306776	2019/3/15 12:25:45
7	306915	2019/3/15 12:26:19
7	307157	2019/3/21 10:42:38
7	307158	2019/3/21 10:20:45
7	307159	2019/3/18 08:50:00
7	307166	2019/3/18 08:56:55
7	307170	2019/3/18 08:49:02
7	307316	2019/3/18 12:27:27
7	307355	2019/3/21 10:20:22
7	307633	2019/3/25 14:34:05
7	307711	2019/3/21 10:20:04
7	307761	2019/3/21 10:19:34
7	307774	2019/3/25 09:24:34
7	307775	2019/3/21 10:21:09
7	307818	2019/3/25 09:23:08
7	308219	2019/3/25 09:25:49
7	308235	2019/3/25 09:23:59
7	308392	2019/3/25 14:29:59
7	308404	2019/3/25 14:35:06
7	308550	2019/3/28 08:45:02
7	308553	2019/3/27 15:13:02
7	308598	2019/3/28 15:57:52
7	308693	2019/3/28 15:56:47
7	308697	2019/3/28 15:57:07
7	308699	2019/3/28 16:14:05
7	308700	2019/3/28 15:56:25
7	308747	2019/3/28 08:46:10
7	308787	2019/3/29 10:04:13
7	308789	2019/3/28 15:29:01
7	308808	2019/3/28 15:28:42
7	308818	2019/3/28 14:50:48
8	299444	2019/3/1 08:50:47
8	299605	2019/3/4 08:40:41
8	299613	2019/3/4 14:59:25
8	299624	2019/3/4 15:54:33
8	299654	2019/3/5 09:04:17
8	299703	2019/3/5 14:38:57
8	299734	2019/3/5 16:28:17
8	299742	2019/3/5 16:35:51
8	299743	2019/3/5 16:36:13
8	299749	2019/3/5 16:35:20
8	299783	2019/3/6 10:14:00
8	299788	2019/3/6 10:32:05
8	299793	2019/3/6 10:44:47
8	299820	2019/3/7 16:08:03
8	299929	2019/3/7 16:07:31
8	300074	2019/3/8 09:32:44
8	300078	2019/3/8 09:33:22
9	297237	2019/3/25 09:47:37
9	298260	2019/3/21 09:15:51
9	299605	2019/3/5 09:25:02
9	299607	2019/3/5 09:24:46
9	299734	2019/3/5 16:46:45
9	299790	2019/3/13 09:36:58
9	300095	2019/3/13 09:36:54
9	300579	2019/3/14 08:41:01
9	300662	2019/3/14 08:50:24
9	300670	2019/3/15 09:01:39
9	300684	2019/3/13 16:47:03
9	300688	2019/3/14 08:41:12
9	306057	2019/3/13 09:13:15
9	306755	2019/3/15 09:01:28
9	306791	2019/3/14 08:48:39
9	306876	2019/3/14 11:01:04
9	306921	2019/3/15 09:02:25
9	307159	2019/3/15 17:31:25
9	307166	2019/3/19 11:36:05
9	307356	2019/3/18 14:34:48
9	307357	2019/3/18 14:35:05
9	307358	2019/3/18 14:34:55
9	307465	2019/3/19 16:34:34
9	307528	2019/3/20 16:14:39
9	307530	2019/3/19 11:32:49
9	307579	2019/3/19 16:34:18
9	307685	2019/3/25 09:47:09
9	307711	2019/3/20 16:13:09
9	307761	2019/3/20 16:14:08
9	307763	2019/3/25 09:42:27
9	307818	2019/3/25 09:43:10
9	308219	2019/3/27 09:48:23
9	308235	2019/3/27 09:48:15
9	308398	2019/3/27 09:48:00
